id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q18341329,monarch of Denmark,Q35,Q756617,,Q48198,935,,,,Monarch of Denmark
Q795477,Prime Minister of Denmark,Q35,Q756617,Q6866144,Q11010329,1848-03-22,,,,Prime Minister of Denmark
Q21070726,Deputy Prime Minister of Denmark,Q35,Q35,,,2001-11-27,,,,Deputy Prime Minister (Denmark)
Q20729221,Minister for Children (Denmark),Q35,Q35,,,,,,,Minister for Children (Denmark)
Q12310252,Danish Minister for Commerce,Q35,Q35,,,,,,,
Q27923963,Minister of Culture of Denmark,Q35,Q35,,Q1030099,,,,,Minister for Culture (Denmark)
Q1815344,Defence Minister of Denmark,Q35,Q35,,Q5251228,1905-01-14,,,,Minister of Defence (Denmark)
Q6865806,Minister for Development Cooperation of Denmark,Q35,Q35,,,,,,,Minister for Development Cooperation (Denmark)
Q6865812,Minister for Ecclesiastical Affairs of Denmark,Q35,Q35,,Q3500442,1916,,,,Minister for Ecclesiastical Affairs (Denmark)
Q27990812,Minister for Economic Affairs,Q35,Q35,,Q12341969,,,,,
Q108538548,Minister of Economic and Business Affairs,Q35,Q35,,,,,,,Minister of Economic and Business Affairs (Denmark)
Q5340905,Minister of Education,Q35,Q35,,,,,,,Minister of Education (Denmark)
Q12312037,Education and Research Minister,Q35,Q35,,,,,,,
Q25776270,"Minister of Energy, Utilities, and Climate",Q35,Q35,,,,,,,
Q1311756,Minister for the Environment,Q35,Q35,,,,,,,Minister for the Environment (Denmark)
Q5449541,Finance Minister of Denmark,Q35,Q35,,Q1726766,,,,,Minister for Finance (Denmark)
Q24300568,"Minister for Food, Agriculture and Fisheries",Q35,Q35,,,,,,,"Minister for Food, Agriculture and Fisheries (Denmark)"
Q6866144,Minister of Foreign Affairs,Q35,Q35,,Q1860449,1848-03-22,,,,Minister of Foreign Affairs (Denmark)
Q25425068,Danish Minister for Gender Equality,Q35,Q35,,,2016-11-28,,,,
Q12337702,Minister for Health,Q35,Q35,,,1987-09-10,,,,
Q12304055,Minister of Housing,Q35,Q35,,,,,,,
Q3480201,Minister for Iceland,Q35,Q35,,,1874-01-05,,,,Minister for Iceland
Q107677343,"Minister for Industry, Business and Financial Affairs",Q35,Q35,,,,,,,
Q18913269,Minister of the Interior of Denmark,Q35,Q35,,,,,,,
Q6317024,Justice Minister of Denmark,Q35,Q35,,Q1643792,1848-03-22,,,,Justice Minister (Denmark)
Q11781520,Danish Minister for Labour,Q35,Q35,,,,,,,Minister for Employment (Denmark)
Q11991832,Minister for Nordic Co-operation,Q35,Q35,,,1957,,,,Minister for Nordic Cooperation (Denmark)
Q27940846,Minister for Public Innovation,Q35,Q35,,,2016,,,,
Q20011494,"Minister for Refugees, Immigrants and Integration",Q35,Q35,,,2001,,,,Minister for Integration (Denmark)
Q27923951,Danish Minister for Senior Citizens,Q35,Q35,,,2015-06-28,,,,
Q10563295,Minister of Social Affairs of Denmark,Q35,Q35,,,,,,,
Q7689385,Tax Minister of Denmark,Q35,Q35,,Q17111270,1975,,,,Minister for Taxation (Denmark)
Q20069142,Danish Minister of Transport,Q35,Q35,,,,,,,
Q12327313,Minister for 2009 United Nations Climate Change Conference,Q35,Q35,,,,,,,
Q18913290,Speaker of the Folketing,Q35,Q35,,Q18204351,,,,,
Q5097017,Chief of Defence,Q35,,,,1950-05-27,,,,Chief of Defence (Denmark)
Q56425282,Chief of the Royal Danish Army,Q35,Q35,,,1808-01-20,,,,Chief of the Royal Danish Army
Q12333478,National Chief of Police in Denmark,Q35,Q35,,,,,,,
Q79443870,Governor of the Danish Nationalbank,Q35,Q35,,,,,,,
Q25713826,Lord Mayor of Copenhagen,Q35,Q504125,,Q12816982,,,,,
