item,itemLabel,position,positionLabel,start,psid
Q1159092,Dan Jørgensen,Q25776270,"Minister of Energy, Utilities, and Climate",2019-06-27,Q1159092-7EB65D76-F1D6-4F35-9907-78142F6985AB
Q12301637,Ane Halsboe-Jørgensen,Q27923963,Minister of Culture of Denmark,2021-08-16,Q12301637-c840e0dd-4f18-2181-de89-62d95a4b0743
Q12301637,Ane Halsboe-Jørgensen,Q6865812,Minister for Ecclesiastical Affairs of Denmark,2021-08-16,Q12301637-1e06debe-4691-6c08-b83b-ee8ee6e360dc
Q12311591,Flemming Møller Mortensen,Q11991832,Minister for Nordic Co-operation,2020-11-19,Q12311591-11B99BD9-60FB-47B4-849D-22095BCF98CB
Q12311591,Flemming Møller Mortensen,Q6865806,Minister for Development Cooperation of Denmark,2020-11-19,Q12311591-A92AE3E6-A188-4A37-9A44-99E37919AA6E
Q12319515,Jeppe Bruus,Q7689385,Tax Minister of Denmark,2022-02-04,Q12319515-FA675C5F-0F99-4D2E-BC8B-A8611C7BFFDF
Q12319657,Jesper Petersen,Q12312037,Education and Research Minister,2021-08-16,Q12319657-57E01914-E2FC-407A-A32D-00AA219CFA10
Q12325727,Magnus Heunicke,Q12337702,Minister for Health,2019-06-27,Q12325727-8F652295-8684-43A0-A104-5E09583EF6B5
Q12326451,Mattias Tesfaye,Q6317024,Justice Minister of Denmark,2022-05-02,Q12326451-35ad9321-4abb-0a68-9ffe-798dfc31162e
Q12331581,Peter Hummelgaard Thomsen,Q11781520,Danish Minister for Labour,2019-06-27,Q12331581-AF6FBB37-9DC6-4648-9789-E35D08BF2680
Q12332940,Rasmus Prehn,Q24300568,"Minister for Food, Agriculture and Fisheries",2020-11-19,Q12332940-74D5CA56-AE11-4E56-A15B-B6BC8E3181C3
Q12335355,Simon Kollerup,Q107677343,"Minister for Industry, Business and Financial Affairs",2019-06-27,Q12335355-203A6A97-2060-431A-8957-DDF40F699FDF
Q12339763,Trine Bramsen,Q20069142,Danish Minister of Transport,2022-02-04,Q12339763-1F264F77-F25B-4973-8E7B-8EC65DCE8E30
Q12339763,Trine Bramsen,Q25425068,Danish Minister for Gender Equality,2022-02-04,Q12339763-914F0EB2-3FE9-4876-9211-5488F3DE8D25
Q17580253,Christian Rabjerg Madsen,Q12304055,Minister of Housing,2022-05-02,Q17580253-C8442959-5B19-4F28-A091-DA71DA30504A
Q17580253,Christian Rabjerg Madsen,Q18913269,Minister of the Interior of Denmark,2022-05-02,Q17580253-C12C0165-2094-45EC-9522-CBF2817F2E08
Q1799046,Jeppe Kofod,Q6866144,Minister of Foreign Affairs,2019-07-27,Q1799046-5393473B-C23E-49CA-B1F9-9B8E05E9F06A
Q20174096,Lea Wermelin,Q1311756,Minister for the Environment,2019-06-27,Q20174096-26877678-6AFB-4895-A7E6-EF746E0A513F
Q20175887,Kaare Dybvad Bek,Q20011494,"Minister for Refugees, Immigrants and Integration",2022-05-02,Q20175887-40D0CC82-31E5-4AB3-8E99-91F32EE60F57
Q375980,Morten Bødskov,Q1815344,Defence Minister of Denmark,2022-02-04,Q375980-2693e58c-4887-b677-7ba7-8d155d2a8a84
Q463680,Astrid Krag,Q10563295,Minister of Social Affairs of Denmark,2019-06-27,Q463680-8DA84916-FE30-4DAA-A7AA-57DF63F9A07D
Q575363,Nicolai Wammen,Q5449541,Finance Minister of Denmark,2019-06-27,Q575363-C24D2571-F3DE-4133-A58B-F3EF09D3E398
Q6517082,Pernille Rosenkrantz-Theil,Q20729221,Minister for Children (Denmark),2019-06-27,Q6517082-377AEF40-14DA-4C46-B235-A8048C17D100
Q6517082,Pernille Rosenkrantz-Theil,Q5340905,Minister of Education,2019-06-27,Q6517082-E352DD18-AC5B-4CE2-97F8-51F394C9C119
Q5015,Mette Frederiksen,Q795477,Prime Minister of Denmark,2019-06-27,Q5015-fc6b798f-4b79-d86f-ce7d-e9e6a1e91929
